skill,level,question name,function,topic,difficulty level,passage text,question text,answertext1,answertext2,answertext3,answertext4,answertext5,answertext6
reading ,level 1,passage 10 question 2,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers of help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions (who, what, where, when, yes/no questions)</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/mosque.jpg""></p>
	<p>Look at the picture. Have you visited a place like this? What do you think it looks like inside? Review these vocabulary words before reading. They will help you understand the announcement.</p>
	<dl>
		<dt>headscarf (n):</dt>
		<dd>a piece of cloth used to cover women&rsquo;s hair</dd>
		<dt>example:</dt>
		<dd>It is important for Muslim women to wear a headscarf to cover their hair.</dd>
		<dt>respectful (adj):</dt>
		<dd>treating something as important by being serious, thoughtful, and nice</dd>
		<dt>example:</dt>
		<dd>Evan isn't Muslim, but he is respectful of his Muslim friends. He is thoughtful and kind about what his Muslim friends believe.</dd>
	</dl>
	<h1>Passage</h1>
	<p>Dr. Uba teaches a world religion class at a university.She posted an announcement on the class website. Some of her students replied to the announcement.</p>
	<blockquote>
		<p style=""text-align: center;""><strong>Announcement</strong></p>
		<p><strong>Dr. Uba:</strong> Great job on your reports about Islam! I am impressed with your respect for the religion. I will probably be done grading them tomorrow. I will enter your grades the day after on our class website.<br>
		<br>
		Remember for class tomorrow we are visiting a mosque. This is a great opportunity for you. You will get to see some of the things we&rsquo;ve discussed in class. Here are a few things I&rsquo;d like you to keep in mind.<br>
		&middot; Wear business dress<br>
		&middot; Be respectful<br>
		&middot; Pay attention to the tour guide<br>
		You can take pictures using your phone or camera. But your phone should be on silent. You should not use it to text or make calls.<br>
		<br>
		We&rsquo;ll see you tomorrow!</p>
		<hr>
		<p><strong>Kim Lee:</strong> Do I have to buy a headscarf to wear over my hair?<br>
		<br>
		<strong>Anna Sokolov:</strong> I had that same question.<br>
		<br>
		<strong>Rafaela Santos:</strong> I think I'm going to bring one just in case.<br>
		<br>
		<strong>Anna Sokolov:</strong> I know it's important for women to cover their hair.<br>
		<br>
		<strong>Jennifer Osborn:</strong> No, we can borrow headscarves and robes.<br>
		<br>
		<strong>Nick Thompson:</strong> Are we meeting at the university or the mosque?<br>
		<br>
		<strong>Jackson O'Brien:</strong> Has anyone contacted Dr. Uba to find out where we're meeting&gt;<br>
		<br>
		<strong>Nick Thompson:</strong> Never mind. I just read my notes. They say we will meet in class. Dr. Uba will arrange a bus to take us.</p>
	</blockquote>
</body>
</html>",Which of the following is a correct answer to Jackson’s question? ,yes,no,at the mosque ,**at the university ,,
reading ,level 1,passage 10 question 3,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers of help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions (who, what, where, when, yes/no questions)</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/mosque.jpg""></p>
	<p>Look at the picture. Have you visited a place like this? What do you think it looks like inside? Review these vocabulary words before reading. They will help you understand the announcement.</p>
	<dl>
		<dt>headscarf (n):</dt>
		<dd>a piece of cloth used to cover women&rsquo;s hair</dd>
		<dt>example:</dt>
		<dd>It is important for Muslim women to wear a headscarf to cover their hair.</dd>
		<dt>respectful (adj):</dt>
		<dd>treating something as important by being serious, thoughtful, and nice</dd>
		<dt>example:</dt>
		<dd>Evan isn't Muslim, but he is respectful of his Muslim friends. He is thoughtful and kind about what his Muslim friends believe.</dd>
	</dl>
	<h1>Passage</h1>
	<p>Dr. Uba teaches a world religion class at a university.She posted an announcement on the class website. Some of her students replied to the announcement.</p>
	<blockquote>
		<p style=""text-align: center;""><strong>Announcement</strong></p>
		<p><strong>Dr. Uba:</strong> Great job on your reports about Islam! I am impressed with your respect for the religion. I will probably be done grading them tomorrow. I will enter your grades the day after on our class website.<br>
		<br>
		Remember for class tomorrow we are visiting a mosque. This is a great opportunity for you. You will get to see some of the things we&rsquo;ve discussed in class. Here are a few things I&rsquo;d like you to keep in mind.<br>
		&middot; Wear business dress<br>
		&middot; Be respectful<br>
		&middot; Pay attention to the tour guide<br>
		You can take pictures using your phone or camera. But your phone should be on silent. You should not use it to text or make calls.<br>
		<br>
		We&rsquo;ll see you tomorrow!</p>
		<hr>
		<p><strong>Kim Lee:</strong> Do I have to buy a headscarf to wear over my hair?<br>
		<br>
		<strong>Anna Sokolov:</strong> I had that same question.<br>
		<br>
		<strong>Rafaela Santos:</strong> I think I'm going to bring one just in case.<br>
		<br>
		<strong>Anna Sokolov:</strong> I know it's important for women to cover their hair.<br>
		<br>
		<strong>Jennifer Osborn:</strong> No, we can borrow headscarves and robes.<br>
		<br>
		<strong>Nick Thompson:</strong> Are we meeting at the university or the mosque?<br>
		<br>
		<strong>Jackson O'Brien:</strong> Has anyone contacted Dr. Uba to find out where we're meeting&gt;<br>
		<br>
		<strong>Nick Thompson:</strong> Never mind. I just read my notes. They say we will meet in class. Dr. Uba will arrange a bus to take us.</p>
	</blockquote>
</body>
</html>",Which of the following statement answers Kim’s question? ,I know it’s important for women to cover their heads. , Never mind. I just read my notes. , I don’t want to be disrespectful. ,"**No, we can borrow headscarves and robes. ",,
reading ,level 1,passage 10 question 4,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers of help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions (who, what, where, when, yes/no questions)</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/mosque.jpg""></p>
	<p>Look at the picture. Have you visited a place like this? What do you think it looks like inside? Review these vocabulary words before reading. They will help you understand the announcement.</p>
	<dl>
		<dt>headscarf (n):</dt>
		<dd>a piece of cloth used to cover women&rsquo;s hair</dd>
		<dt>example:</dt>
		<dd>It is important for Muslim women to wear a headscarf to cover their hair.</dd>
		<dt>respectful (adj):</dt>
		<dd>treating something as important by being serious, thoughtful, and nice</dd>
		<dt>example:</dt>
		<dd>Evan isn't Muslim, but he is respectful of his Muslim friends. He is thoughtful and kind about what his Muslim friends believe.</dd>
	</dl>
	<h1>Passage</h1>
	<p>Dr. Uba teaches a world religion class at a university.She posted an announcement on the class website. Some of her students replied to the announcement.</p>
	<blockquote>
		<p style=""text-align: center;""><strong>Announcement</strong></p>
		<p><strong>Dr. Uba:</strong> Great job on your reports about Islam! I am impressed with your respect for the religion. I will probably be done grading them tomorrow. I will enter your grades the day after on our class website.<br>
		<br>
		Remember for class tomorrow we are visiting a mosque. This is a great opportunity for you. You will get to see some of the things we&rsquo;ve discussed in class. Here are a few things I&rsquo;d like you to keep in mind.<br>
		&middot; Wear business dress<br>
		&middot; Be respectful<br>
		&middot; Pay attention to the tour guide<br>
		You can take pictures using your phone or camera. But your phone should be on silent. You should not use it to text or make calls.<br>
		<br>
		We&rsquo;ll see you tomorrow!</p>
		<hr>
		<p><strong>Kim Lee:</strong> Do I have to buy a headscarf to wear over my hair?<br>
		<br>
		<strong>Anna Sokolov:</strong> I had that same question.<br>
		<br>
		<strong>Rafaela Santos:</strong> I think I'm going to bring one just in case.<br>
		<br>
		<strong>Anna Sokolov:</strong> I know it's important for women to cover their hair.<br>
		<br>
		<strong>Jennifer Osborn:</strong> No, we can borrow headscarves and robes.<br>
		<br>
		<strong>Nick Thompson:</strong> Are we meeting at the university or the mosque?<br>
		<br>
		<strong>Jackson O'Brien:</strong> Has anyone contacted Dr. Uba to find out where we're meeting&gt;<br>
		<br>
		<strong>Nick Thompson:</strong> Never mind. I just read my notes. They say we will meet in class. Dr. Uba will arrange a bus to take us.</p>
	</blockquote>
</body>
</html>","Select if the statement is true or false. 
1. Students cannot take pictures inside the mosque. 
2. Dr. Uba will enter report grades tomorrow. 
3. Students will visit the mosque after class. 
4. Dr. Uba will finish grading reports tomorrow  ","**1. false
2. false
3. false
4. true","1. true
2. true
3. true
4. false","1. false
2. true
3. false
4. true","1. true
2. true
3. false
4. false",,
reading ,level 1,passage 10 question 5,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers of help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions (who, what, where, when, yes/no questions)</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/mosque.jpg""></p>
	<p>Look at the picture. Have you visited a place like this? What do you think it looks like inside? Review these vocabulary words before reading. They will help you understand the announcement.</p>
	<dl>
		<dt>headscarf (n):</dt>
		<dd>a piece of cloth used to cover women&rsquo;s hair</dd>
		<dt>example:</dt>
		<dd>It is important for Muslim women to wear a headscarf to cover their hair.</dd>
		<dt>respectful (adj):</dt>
		<dd>treating something as important by being serious, thoughtful, and nice</dd>
		<dt>example:</dt>
		<dd>Evan isn't Muslim, but he is respectful of his Muslim friends. He is thoughtful and kind about what his Muslim friends believe.</dd>
	</dl>
	<h1>Passage</h1>
	<p>Dr. Uba teaches a world religion class at a university.She posted an announcement on the class website. Some of her students replied to the announcement.</p>
	<blockquote>
		<p style=""text-align: center;""><strong>Announcement</strong></p>
		<p><strong>Dr. Uba:</strong> Great job on your reports about Islam! I am impressed with your respect for the religion. I will probably be done grading them tomorrow. I will enter your grades the day after on our class website.<br>
		<br>
		Remember for class tomorrow we are visiting a mosque. This is a great opportunity for you. You will get to see some of the things we&rsquo;ve discussed in class. Here are a few things I&rsquo;d like you to keep in mind.<br>
		&middot; Wear business dress<br>
		&middot; Be respectful<br>
		&middot; Pay attention to the tour guide<br>
		You can take pictures using your phone or camera. But your phone should be on silent. You should not use it to text or make calls.<br>
		<br>
		We&rsquo;ll see you tomorrow!</p>
		<hr>
		<p><strong>Kim Lee:</strong> Do I have to buy a headscarf to wear over my hair?<br>
		<br>
		<strong>Anna Sokolov:</strong> I had that same question.<br>
		<br>
		<strong>Rafaela Santos:</strong> I think I'm going to bring one just in case.<br>
		<br>
		<strong>Anna Sokolov:</strong> I know it's important for women to cover their hair.<br>
		<br>
		<strong>Jennifer Osborn:</strong> No, we can borrow headscarves and robes.<br>
		<br>
		<strong>Nick Thompson:</strong> Are we meeting at the university or the mosque?<br>
		<br>
		<strong>Jackson O'Brien:</strong> Has anyone contacted Dr. Uba to find out where we're meeting&gt;<br>
		<br>
		<strong>Nick Thompson:</strong> Never mind. I just read my notes. They say we will meet in class. Dr. Uba will arrange a bus to take us.</p>
	</blockquote>
</body>
</html>",Select ALL of the questions that were answered by the announcement and student replies. ,Where is the mosque? ,**What should students wear? ,**When will grades for the reports be posted? ,Can students bring friends? ,,
reading ,level 1,passage 12 question 1,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers to help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/city_map.jpg""></p>
	<p>Imagine you moved to a new area. What places or things would be important for you to find in your new area? List four things you can think of. Look at this list. In your opinion, what is the most important thing on the list to find first in a new area? How about the second and third most important? Why?<br>
	<br>
	restaurants<br>
	grocery store<br>
	schools<br>
	church<br>
	hospital<br>
	shopping mall<br>
	park<br>
	car repair shop</p>
	<h1>Passage</h1>
	<p>Maria Teresa doesn&rsquo;t know anyone in her new area. She left a note on her neighbor&rsquo;s door to ask some questions. Two days later, her neighbor, Collette, came to Maria Teresa&rsquo;s house. Maria Teresa wasn&rsquo;t home, so Collette left her a note as well. You will see both notes.</p>
	<blockquote>
		Hello! My daughter and I just moved in to the home across the street. We&rsquo;ve been living in another country for several years, so we don&rsquo;t have many friends in this area. We would love to meet your family. I noticed that your family left all together dressed in nice clothes on Sunday morning. I wondered if you were going to church. I would really like to attend a Christian church. I have many fond memories of attending my parents&rsquo; church as a young girl. I hope this isn&rsquo;t intrusive, but where is your church? Also, what time does it start? I don&rsquo;t have a phone number yet. Please stop by our home when you can.<br>
		<br>
		Your new neighbor,<br>
		--Maria Teresa<br>
		<hr>
		Thank you for your note! We were out of town for two days, so we just found it. And now it looks like you aren&rsquo;t home either! There&rsquo;s no intrusion at all. We would be thrilled for you to come to church with us. Our meetings start at 11 a.m. every Sunday. The church is on Dixon Street. It&rsquo;s actually a little tricky to locate. If you want, you can carpool with us. We have room in our car for two more people. In the meantime, we would like to invite you and your daughter to lunch on Saturday. I&rsquo;ll leave you my phone number just in case you have a phone now. Can you come over around 12pm?<br>
		<br>
		See you soon!<br>
		--Collette (643-555-1227)
	</blockquote>
</body>
</html>","Choose the best ending for the sentence. 
Maria Teresa doesn’t have _______________.  ",**her own phone ,nice clothes to wear ,any family nearby,her own car,,
reading ,level 1,passage 12 question 2,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers to help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/city_map.jpg""></p>
	<p>Imagine you moved to a new area. What places or things would be important for you to find in your new area? List four things you can think of. Look at this list. In your opinion, what is the most important thing on the list to find first in a new area? How about the second and third most important? Why?<br>
	<br>
	restaurants<br>
	grocery store<br>
	schools<br>
	church<br>
	hospital<br>
	shopping mall<br>
	park<br>
	car repair shop</p>
	<h1>Passage</h1>
	<p>Maria Teresa doesn&rsquo;t know anyone in her new area. She left a note on her neighbor&rsquo;s door to ask some questions. Two days later, her neighbor, Collette, came to Maria Teresa&rsquo;s house. Maria Teresa wasn&rsquo;t home, so Collette left her a note as well. You will see both notes.</p>
	<blockquote>
		Hello! My daughter and I just moved in to the home across the street. We&rsquo;ve been living in another country for several years, so we don&rsquo;t have many friends in this area. We would love to meet your family. I noticed that your family left all together dressed in nice clothes on Sunday morning. I wondered if you were going to church. I would really like to attend a Christian church. I have many fond memories of attending my parents&rsquo; church as a young girl. I hope this isn&rsquo;t intrusive, but where is your church? Also, what time does it start? I don&rsquo;t have a phone number yet. Please stop by our home when you can.<br>
		<br>
		Your new neighbor,<br>
		--Maria Teresa<br>
		<hr>
		Thank you for your note! We were out of town for two days, so we just found it. And now it looks like you aren&rsquo;t home either! There&rsquo;s no intrusion at all. We would be thrilled for you to come to church with us. Our meetings start at 11 a.m. every Sunday. The church is on Dixon Street. It&rsquo;s actually a little tricky to locate. If you want, you can carpool with us. We have room in our car for two more people. In the meantime, we would like to invite you and your daughter to lunch on Saturday. I&rsquo;ll leave you my phone number just in case you have a phone now. Can you come over around 12pm?<br>
		<br>
		See you soon!<br>
		--Collette (643-555-1227)
	</blockquote>
</body>
</html>",How does Collette offer to help Maria Teresa? ,She gives Maria Teresa directions to the church. ,She tells Maria Teresa where she can buy nice clothes. ,**She invites Maria Teresa to ride to church with her family. ,She offers to let Maria Teresa use her phone until Saturday. ,,
reading ,level 1,passage 12 question 3,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers to help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/city_map.jpg""></p>
	<p>Imagine you moved to a new area. What places or things would be important for you to find in your new area? List four things you can think of. Look at this list. In your opinion, what is the most important thing on the list to find first in a new area? How about the second and third most important? Why?<br>
	<br>
	restaurants<br>
	grocery store<br>
	schools<br>
	church<br>
	hospital<br>
	shopping mall<br>
	park<br>
	car repair shop</p>
	<h1>Passage</h1>
	<p>Maria Teresa doesn&rsquo;t know anyone in her new area. She left a note on her neighbor&rsquo;s door to ask some questions. Two days later, her neighbor, Collette, came to Maria Teresa&rsquo;s house. Maria Teresa wasn&rsquo;t home, so Collette left her a note as well. You will see both notes.</p>
	<blockquote>
		Hello! My daughter and I just moved in to the home across the street. We&rsquo;ve been living in another country for several years, so we don&rsquo;t have many friends in this area. We would love to meet your family. I noticed that your family left all together dressed in nice clothes on Sunday morning. I wondered if you were going to church. I would really like to attend a Christian church. I have many fond memories of attending my parents&rsquo; church as a young girl. I hope this isn&rsquo;t intrusive, but where is your church? Also, what time does it start? I don&rsquo;t have a phone number yet. Please stop by our home when you can.<br>
		<br>
		Your new neighbor,<br>
		--Maria Teresa<br>
		<hr>
		Thank you for your note! We were out of town for two days, so we just found it. And now it looks like you aren&rsquo;t home either! There&rsquo;s no intrusion at all. We would be thrilled for you to come to church with us. Our meetings start at 11 a.m. every Sunday. The church is on Dixon Street. It&rsquo;s actually a little tricky to locate. If you want, you can carpool with us. We have room in our car for two more people. In the meantime, we would like to invite you and your daughter to lunch on Saturday. I&rsquo;ll leave you my phone number just in case you have a phone now. Can you come over around 12pm?<br>
		<br>
		See you soon!<br>
		--Collette (643-555-1227)
	</blockquote>
</body>
</html>","Maria Teresa asked two main questions in her note. Use Collette’s note to match the answers to the questions. 
1. Where is your church? 
2. When are your church meetings? ",across the street ,**on Dixon Street ,11am,12pm,,
reading ,level 1,passage 12 question 4,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers to help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/city_map.jpg""></p>
	<p>Imagine you moved to a new area. What places or things would be important for you to find in your new area? List four things you can think of. Look at this list. In your opinion, what is the most important thing on the list to find first in a new area? How about the second and third most important? Why?<br>
	<br>
	restaurants<br>
	grocery store<br>
	schools<br>
	church<br>
	hospital<br>
	shopping mall<br>
	park<br>
	car repair shop</p>
	<h1>Passage</h1>
	<p>Maria Teresa doesn&rsquo;t know anyone in her new area. She left a note on her neighbor&rsquo;s door to ask some questions. Two days later, her neighbor, Collette, came to Maria Teresa&rsquo;s house. Maria Teresa wasn&rsquo;t home, so Collette left her a note as well. You will see both notes.</p>
	<blockquote>
		Hello! My daughter and I just moved in to the home across the street. We&rsquo;ve been living in another country for several years, so we don&rsquo;t have many friends in this area. We would love to meet your family. I noticed that your family left all together dressed in nice clothes on Sunday morning. I wondered if you were going to church. I would really like to attend a Christian church. I have many fond memories of attending my parents&rsquo; church as a young girl. I hope this isn&rsquo;t intrusive, but where is your church? Also, what time does it start? I don&rsquo;t have a phone number yet. Please stop by our home when you can.<br>
		<br>
		Your new neighbor,<br>
		--Maria Teresa<br>
		<hr>
		Thank you for your note! We were out of town for two days, so we just found it. And now it looks like you aren&rsquo;t home either! There&rsquo;s no intrusion at all. We would be thrilled for you to come to church with us. Our meetings start at 11 a.m. every Sunday. The church is on Dixon Street. It&rsquo;s actually a little tricky to locate. If you want, you can carpool with us. We have room in our car for two more people. In the meantime, we would like to invite you and your daughter to lunch on Saturday. I&rsquo;ll leave you my phone number just in case you have a phone now. Can you come over around 12pm?<br>
		<br>
		See you soon!<br>
		--Collette (643-555-1227)
	</blockquote>
</body>
</html>","Based on the notes, re-order these events to match the order things happened. 
- Maria Teresa left a note for Collette’s family. 
- Collette invited Maria Teresa and her daughter to come for lunch. 
- Maria Teresa moved in to her new home. 
- Maria Teresa saw Collette’s family dressed nicely for church. ","**1. Maria Teresa moved in to her new home. 
2. Maria Teresa saw Collette’s family dressed nicely for church. 
3. Maria Teresa left a note for Collette’s family. 
4. Collette invited Maria Teresa and her daughter to come for lunch. ","1. Maria Teresa left a note for Collette’s family. 
2. Collette invited Maria Teresa and her daughter to come for lunch. 
3. Maria Teresa moved in to her new home. 
4. Maria Teresa saw Collette’s family dressed nicely for church. ","1. Maria Teresa moved in to her new home. 
2. Collette invited Maria Teresa and her daughter to come for lunch. 
3. Maria Teresa saw Collette’s family dressed nicely for church. 
4. Maria Teresa left a note for Collette’s family.",,,
reading ,level 1,passage 12 question 5,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand basic written requests and offers to help</li>
		<li>b. scan for some details in a simple paragraph or announcement</li>
		<li>c. understand simple written questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/city_map.jpg""></p>
	<p>Imagine you moved to a new area. What places or things would be important for you to find in your new area? List four things you can think of. Look at this list. In your opinion, what is the most important thing on the list to find first in a new area? How about the second and third most important? Why?<br>
	<br>
	restaurants<br>
	grocery store<br>
	schools<br>
	church<br>
	hospital<br>
	shopping mall<br>
	park<br>
	car repair shop</p>
	<h1>Passage</h1>
	<p>Maria Teresa doesn&rsquo;t know anyone in her new area. She left a note on her neighbor&rsquo;s door to ask some questions. Two days later, her neighbor, Collette, came to Maria Teresa&rsquo;s house. Maria Teresa wasn&rsquo;t home, so Collette left her a note as well. You will see both notes.</p>
	<blockquote>
		Hello! My daughter and I just moved in to the home across the street. We&rsquo;ve been living in another country for several years, so we don&rsquo;t have many friends in this area. We would love to meet your family. I noticed that your family left all together dressed in nice clothes on Sunday morning. I wondered if you were going to church. I would really like to attend a Christian church. I have many fond memories of attending my parents&rsquo; church as a young girl. I hope this isn&rsquo;t intrusive, but where is your church? Also, what time does it start? I don&rsquo;t have a phone number yet. Please stop by our home when you can.<br>
		<br>
		Your new neighbor,<br>
		--Maria Teresa<br>
		<hr>
		Thank you for your note! We were out of town for two days, so we just found it. And now it looks like you aren&rsquo;t home either! There&rsquo;s no intrusion at all. We would be thrilled for you to come to church with us. Our meetings start at 11 a.m. every Sunday. The church is on Dixon Street. It&rsquo;s actually a little tricky to locate. If you want, you can carpool with us. We have room in our car for two more people. In the meantime, we would like to invite you and your daughter to lunch on Saturday. I&rsquo;ll leave you my phone number just in case you have a phone now. Can you come over around 12pm?<br>
		<br>
		See you soon!<br>
		--Collette (643-555-1227)
	</blockquote>
</body>
</html>",Collette has some questions for Maria Teresa. Which TWO questions did Maria Teresa already answer in her note? ,**Did you move here by yourself? ,**When did you see us going to church? ,Why did you decide to move? ,What country did you move from? ,,
reading ,level 1,passage 3 question 1,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand simple written yes/no questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/cat_shelter.jpg""></p>
	<p>Animal shelters give homes to pet animals who do not have a home. Do you think it is important to help animals who do not have homes? Why or why not? List two reasons to support your opinion.</p>
	<h1>Passage</h1>
	<p>Many people have adopted pets from the Brownsville City Animal Shelter. Read the adoption stories of two people on their webpage.</p>
	<blockquote>
		<p style=""text-align: center;""><strong>Brownsville City Animal Shelter</strong></p>
		<p>Brownsville City Animal Shelter has many animals. Most of the animals are cats and dogs. You can better the life of an animal by giving them a good home. Adopt a new pet today.<br>
		<br>
		Adoption Stories<br>
		<br>
		Sandy</p>
		<hr>
		<p><img src=""/Content/EC3_images/R1FP/girl_with_cat.jpg""></p>I recently adopted my new cat, Krista. She was a nervous cat because her last owner left her on the street. However, after one week in my home, she is very friendly! Krista is a sweet cat. She loves to sit on my lap. My children love her. Thank you, Brownsville City Animal Shelter.<br>
		<br>
		<p>Phil</p>
		<hr>
		<p><img src=""/Content/EC3_images/R1FP/guy_with_dog.jpg""></p>
		<p>Bandit is a fun-loving dog. He likes to play ball, and he enjoys going on walks. He is perfect for me because I am very active. Bandit greets everyone with excitement. He likes making new friends. He also loves my favorite food, which is chicken. I am so happy to have Bandit.<br>
		<br>
		Will you be the next new pet owner? Come in today to see our animals!</p>
	</blockquote>
</body>
</html>",The webpage is about ________________. ,caring for animals ,**adopting new pets ,volunteering at the shelter ,having fun with animals ,,
reading ,level 1,passage 3 question 2,ask and answer,ethics and values,2,"<html>
<body>
	<h1>Instructions</h1>
	<p>This passage will help you master Asking and Answering Questions.<br>
	As you practice?Asking and Answering Questions, you will be able to:</p>
	<ul style=""list-style-type: none;"">
		<li>a. understand simple written yes/no questions</li>
	</ul>
	<p>Do the Warm-up first. Then read the passage below, and answer the practice questions.</p>
	<h1>Warm-up</h1>
	<p><img src=""/Content/EC3_images/R1FP/cat_shelter.jpg""></p>
	<p>Animal shelters give homes to pet animals who do not have a home. Do you think it is important to help animals who do not have homes? Why or why not? List two reasons to support your opinion.</p>
	<h1>Passage</h1>
	<p>Many people have adopted pets from the Brownsville City Animal Shelter. Read the adoption stories of two people on their webpage.</p>
	<blockquote>
		<p style=""text-align: center;""><strong>Brownsville City Animal Shelter</strong></p>
		<p>Brownsville City Animal Shelter has many animals. Most of the animals are cats and dogs. You can better the life of an animal by giving them a good home. Adopt a new pet today.<br>
		<br>
		Adoption Stories<br>
		<br>
		Sandy</p>
		<hr>
		<p><img src=""/Content/EC3_images/R1FP/girl_with_cat.jpg""></p>I recently adopted my new cat, Krista. She was a nervous cat because her last owner left her on the street. However, after one week in my home, she is very friendly! Krista is a sweet cat. She loves to sit on my lap. My children love her. Thank you, Brownsville City Animal Shelter.<br>
		<br>
		<p>Phil</p>
		<hr>
		<p><img src=""/Content/EC3_images/R1FP/guy_with_dog.jpg""></p>
		<p>Bandit is a fun-loving dog. He likes to play ball, and he enjoys going on walks. He is perfect for me because I am very active. Bandit greets everyone with excitement. He likes making new friends. He also loves my favorite food, which is chicken. I am so happy to have Bandit.<br>
		<br>
		Will you be the next new pet owner? Come in today to see our animals!</p>
	</blockquote>
</body>
</html>","How does Sandy answer these questions? 
1. Is Krista a nervous cat now? _____
2. Do you allow pets on your lap? _____","**1. No
2. yes","1. yes
2. no","1. yes
2. yes","1. no
2. no",,
